flight_id,split,retained_in_distribution,rows
KMSY:SWA3301_11_a2e9fd_20260720T034158Z,train,True,117
KMSY:SWA3301_11_abadd6_20260712T025857Z,train,True,132
KMSY:SWA3301_11_ac32cf_20260711T050109Z,train,True,137
KMSY:SWA3301_11_ac3b51_20260710T050853Z,train,True,127
KMSY:SWA3301_11_ac3e80_20260716T033632Z,train,True,129
KMSY:SWA3301_20_ac692a_20260721T044319Z,train,True,164
KMSY:SWA3301_29_abbc52_20260719T030434Z,train,True,253
KMSY:SWA3301_29_ac3e5d_20260714T053350Z,train,True,282
KMSY:SWA3301_29_ac4237_20260718T042032Z,train,True,245
KMSY:SWA3312_02_a30657_20260720T130758Z,train,True,215
KMSY:SWA3312_11_a63388_20260709T130359Z,train,True,140
KMSY:SWA3312_11_aa7b78_20260710T130603Z,val,True,129
KMSY:SWA3312_11_aaa247_20260716T130702Z,train,True,129
KMSY:SWA3312_29_ab5f87_20260718T135130Z,train,True,250
KMSY:SWA3312_29_abf308_20260719T150418Z,val,True,336
KMSY:SWA3312_29_abf351_20260712T145612Z,train,True,247
KMSY:SWA331_29_aab09a_20260524T181810Z,train,True,319
KMSY:SWA3350_11_a19404_20260517T184331Z,val,True,131
KMSY:SWA3350_11_aa779d_20260531T183723Z,train,True,136
KMSY:SWA3350_11_abad94_20260529T140537Z,train,True,125
KMSY:SWA3350_11_abadf9_20260526T133323Z,train,True,119
KMSY:SWA3350_11_abbc52_20260527T140408Z,train,True,153
KMSY:SWA3350_11_abc0c1_20260519T133406Z,train,True,142
KMSY:SWA3350_11_abc3c6_20260530T134907Z,train,True,116
KMSY:SWA3350_11_ac20c4_20260525T141546Z,train,True,133
KMSY:SWA3350_11_ac5041_20260521T141630Z,train,True,133
KMSY:SWA3350_11_ac5ada_20260523T144926Z,train,True,140
KMSY:SWA3350_11_ac5b20_20260518T141641Z,train,True,133
KMSY:SWA3350_11_ac5b43_20260520T133209Z,val,True,143
KMSY:SWA3350_29_abb271_20260522T141354Z,train,False,113
KMSY:SWA3350_29_ac2859_20260524T180202Z,train,True,247
KMSY:SWA3438_11_a2396e_20260525T204632Z,val,True,140
KMSY:SWA3438_11_a2536f_20260521T183931Z,val,True,181
KMSY:SWA3438_11_a537b2_20260531T175732Z,train,True,158
KMSY:SWA3438_11_aa77c0_20260518T182317Z,train,True,133
KMSY:SWA3438_11_aa7a83_20260528T181103Z,train,True,147
KMSY:SWA3438_11_abf9d5_20260517T181632Z,train,True,133
KMSY:SWA3438_11_ad4cf2_20260529T181314Z,val,True,161
KMSY:SWA3438_29_abb579_20260523T192658Z,train,True,259
KMSY:SWA3438_29_ac2836_20260524T152922Z,train,True,196
KMSY:SWA3438_29_ad7471_20260522T182439Z,train,True,139
KMSY:SWA3491_11_a582f9_20260531T230550Z,train,True,198
KMSY:SWA349_29_ac3f09_20260718T233105Z,train,True,128
KMSY:SWA349_29_ac5697_20260712T003359Z,train,True,123
KMSY:SWA3507_11_a1ca5f_20260516T232733Z,train,True,131
KMSY:SWA3524_29_ac3a60_20260719T044645Z,train,True,259
KMSY:SWA3536_11_acc799_20260715T210530Z,train,True,123
KMSY:SWA3536_11_acef18_20260708T212610Z,val,True,163
KMSY:SWA3536_29_ac7c52_20260714T212445Z,val,True,304
KMSY:SWA3585_11_abc12a_20260519T034626Z,train,True,145
KMSY:SWA3585_11_ac2bc6_20260522T033947Z,train,True,130
KMSY:SWA3585_11_ac41ab_20260526T033807Z,train,True,128
KMSY:SWA3618_29_abefdd_20260719T190335Z,train,True,137
KMSY:SWA3633_11_ac6993_20260518T010643Z,train,True,132
KMSY:SWA364_29_a28ee7_20260719T210503Z,val,True,173
KMSY:SWA364_29_a58e1e_20260713T005701Z,val,True,175
KMSY:SWA3650_11_a23200_20260518T114908Z,train,True,270
KMSY:SWA3650_11_a57b8b_20260528T114927Z,train,True,174
KMSY:SWA3650_11_aa7ac8_20260517T115552Z,train,True,349
KMSY:SWA3650_11_aaa224_20260529T114140Z,train,True,223
KMSY:SWA3650_11_ad7828_20260525T114731Z,train,True,335
KMSY:SWA366_11_abeb9f_20260710T172701Z,train,True,111
KMSY:SWA366_11_ac13b3_20260716T170644Z,train,True,115
KMSY:SWA366_11_ac27a6_20260709T170450Z,train,True,120
KMSY:SWA366_29_ac27cf_20260713T170209Z,train,True,279
KMSY:SWA366_29_ac5a73_20260717T172100Z,train,True,235
KMSY:SWA3728_29_abfcb6_20260530T163045Z,train,True,166
KMSY:SWA3740_11_ac62a9_20260518T020248Z,val,True,175
KMSY:SWA3743_02_a5ae2f_20260720T220225Z,train,True,285
KMSY:SWA3743_29_a30a0e_20260709T220941Z,train,True,147
KMSY:SWA3743_29_a5a6c1_20260713T230505Z,train,True,154
KMSY:SWA3743_29_aa9a57_20260717T215305Z,train,True,172
KMSY:SWA3743_29_ad12e0_20260713T010018Z,train,True,175
KMSY:SWA3743_29_ad7471_20260710T215759Z,train,True,211
KMSY:SWA3776_02_abe501_20260720T010427Z,train,True,160
KMSY:SWA3785_11_ac6a65_20260708T205038Z,train,True,169
KMSY:SWA3785_29_abb9b2_20260714T203833Z,train,True,153
KMSY:SWA3790_02_ac086b_20260720T190744Z,val,True,210
KMSY:SWA3790_02_ac41ab_20260721T170134Z,train,True,175
KMSY:SWA3790_11_abfd23_20260709T201738Z,train,True,172
KMSY:SWA3790_11_ac41f3_20260714T171543Z,train,True,118
KMSY:SWA3790_29_abfd39_20260713T202634Z,train,True,303
KMSY:SWA3790_29_ac5ada_20260710T193230Z,train,True,185
KMSY:SWA3790_29_ac5f42_20260708T170857Z,train,True,238
KMSY:SWA3803_11_ab5f00_20260531T184616Z,train,True,291
KMSY:SWA3803_11_ab635d_20260517T185144Z,train,True,148
KMSY:SWA3803_29_a20471_20260524T203913Z,val,True,143
KMSY:SWA382_11_ad1e05_20260711T194039Z,train,True,130
KMSY:SWA3831_11_abad94_20260518T181742Z,train,True,141
KMSY:SWA3831_11_abdd91_20260517T173638Z,train,True,135
KMSY:SWA3831_11_abf375_20260519T215628Z,train,True,125
KMSY:SWA3831_11_ac2b80_20260526T214450Z,train,True,127
KMSY:SWA3831_11_ac4ffb_20260525T182340Z,train,True,130
KMSY:SWA3831_11_ac6266_20260528T182554Z,val,True,116
KMSY:SWA3831_11_ac62f3_20260531T173333Z,val,True,127
KMSY:SWA3831_29_ab5f43_20260523T182751Z,val,True,144
KMSY:SWA3831_29_abf025_20260520T213442Z,val,True,183
KMSY:SWA3831_29_ac16bb_20260522T182627Z,train,True,267
KMSY:SWA3831_29_ac6993_20260530T180536Z,train,True,307
KMSY:SWA3867_02_ac5066_20260721T115049Z,train,True,308
KMSY:SWA3867_11_abeeea_20260715T115658Z,train,True,271
KMSY:SWA3867_29_abb995_20260714T115414Z,train,True,257
KMSY:SWA3869_11_a264a4_20260716T001028Z,train,True,240
KMSY:SWA3869_29_a62c1a_20260715T001827Z,val,True,204
KMSY:SWA3933_11_a14380_20260521T223348Z,train,True,261
KMSY:SWA3933_11_a1ca5f_20260519T225525Z,train,True,286
KMSY:SWA3933_11_abb9b2_20260518T215007Z,train,True,330
KMSY:SWA3933_11_abec26_20260529T223321Z,val,True,194
KMSY:SWA3933_11_ac101f_20260516T204730Z,val,True,141
KMSY:SWA3933_11_ac52ff_20260522T222841Z,train,True,148
KMSY:SWA3933_11_ac536c_20260528T213913Z,val,True,280
KMSY:SWA3933_11_acb2ad_20260527T230538Z,train,True,281
KMSY:SWA3933_11_accf07_20260527T001507Z,val,True,301
KMSY:SWA3933_29_a5f208_20260520T230602Z,train,True,139
KMSY:SWA3933_29_ac0b50_20260530T204440Z,val,True,133
KMSY:SWA3933_29_ac0b74_20260523T211726Z,train,True,160
KMSY:SWA3964_02_a14380_20260720T041514Z,train,True,261
KMSY:SWA3964_02_ac5b66_20260721T054715Z,train,True,223
KMSY:SWA3964_11_abb1de_20260711T055226Z,train,True,134
KMSY:SWA3964_11_abb222_20260709T033631Z,train,True,200
KMSY:SWA3964_11_ac2be9_20260716T033902Z,train,True,266
KMSY:SWA3964_11_ac53d5_20260710T055813Z,train,True,181
KMSY:SWA3964_29_ac2859_20260715T034539Z,train,True,194
KMSY:SWA3964_29_ac42bf_20260714T050936Z,train,True,254
KMSY:SWA3964_29_ac4801_20260718T042647Z,train,True,207
KMSY:SWA3964_29_ac57af_20260713T045546Z,train,True,291
KMSY:SWA3969_11_a31533_20260521T081329Z,train,True,195
KMSY:SWA397_11_a28ee7_20260531T223240Z,train,True,131
KMSY:SWA397_11_a6049b_20260517T220854Z,train,True,149
KMSY:SWA3987_11_aa7aa6_20260518T025344Z,train,True,152
KMSY:SWA3987_11_aa7e16_20260526T053237Z,train,True,134
KMSY:SWA3987_11_aa9afc_20260530T022946Z,train,True,126
KMSY:SWA3987_11_aa9b42_20260523T024040Z,train,True,152
KMSY:SWA3987_11_ac046e_20260531T023308Z,val,True,131
KMSY:SWA3987_11_ac134a_20260517T032425Z,train,True,143
KMSY:SWA3987_29_ac1789_20260524T034345Z,train,True,281
KMSY:SWA3987_29_ac24e4_20260525T033430Z,train,True,298
KMSY:SWA4026_11_a1b573_20260711T212759Z,val,True,210
KMSY:SWA4026_29_ad36a8_20260718T210508Z,train,True,253
KMSY:SWA4030_02_ad36a8_20260721T135449Z,train,True,235
KMSY:SWA4030_11_a2e28f_20260715T140042Z,train,True,327
KMSY:SWA4030_29_a54bab_20260714T143503Z,train,True,163
KMSY:SWA4038_02_ac56d9_20260720T230054Z,train,True,175
KMSY:SWA4038_11_a2bec7_20260716T023127Z,val,True,309
KMSY:SWA4038_11_ac8b2e_20260709T020124Z,train,True,237
KMSY:SWA4038_29_a211ef_20260715T015120Z,train,True,140
KMSY:SWA4038_29_ac006d_20260710T232415Z,train,True,123
KMSY:SWA4038_29_ac252a_20260713T224154Z,train,True,149
KMSY:SWA4038_29_ac62cc_20260709T223036Z,train,True,132
KMSY:SWA403_02_ac340a_20260719T232556Z,train,True,166
KMSY:SWA408_11_abaafe_20260525T122503Z,train,True,115
KMSY:SWA408_11_abae2c_20260521T122720Z,train,True,148
KMSY:SWA408_11_abb94f_20260517T111509Z,train,True,146
KMSY:SWA408_11_ac212d_20260531T112020Z,train,True,126
KMSY:SWA408_11_ac3b32_20260518T121523Z,train,True,150
KMSY:SWA408_11_ac4c21_20260529T121903Z,train,True,119
KMSY:SWA408_29_a2195d_20260524T134029Z,train,True,204
KMSY:SWA409_11_a14380_20260527T143322Z,val,True,134
KMSY:SWA409_11_abdc9b_20260517T140010Z,train,True,124
KMSY:SWA409_11_abef79_20260520T141939Z,train,True,131
KMSY:SWA409_11_abfdaf_20260528T145432Z,train,True,122
KMSY:SWA409_11_ac20c4_20260518T145829Z,train,True,128
KMSY:SWA409_11_ac20e7_20260529T145752Z,train,True,121
KMSY:SWA409_11_ac24c5_20260526T135108Z,train,True,144
KMSY:SWA409_11_ac252a_20260519T135730Z,train,True,148
KMSY:SWA409_11_ac33e2_20260531T140749Z,train,True,124
KMSY:SWA409_11_ac5066_20260521T151603Z,train,True,133
KMSY:SWA410_11_abe40a_20260518T211926Z,train,True,140
KMSY:SWA410_11_ac62a9_20260525T203642Z,train,True,126
KMSY:SWA410_11_ac6573_20260529T203801Z,train,True,120
KMSY:SWA410_11_ac694f_20260522T205033Z,train,True,115
KMSY:SWA411_11_a2b759_20260526T225520Z,train,True,127
KMSY:SWA411_11_a55f31_20260519T225235Z,train,True,137
KMSY:SWA411_11_aaad6d_20260527T222010Z,train,True,128
KMSY:SWA411_11_ab5eb2_20260517T225725Z,train,True,133
KMSY:SWA411_11_abf3b8_20260528T233015Z,train,True,123
KMSY:SWA411_11_ac250b_20260522T000010Z,train,True,117
KMSY:SWA411_11_ac3adf_20260530T015318Z,train,True,118
KMSY:SWA411_11_ac4ca8_20260518T233844Z,train,True,141
KMSY:SWA411_11_ac56d9_20260523T001529Z,train,True,114
KMSY:SWA411_11_ac66aa_20260531T232940Z,train,True,121
KMSY:SWA4169_11_abe4db_20260531T130852Z,train,True,124
KMSY:SWA4169_11_abe82c_20260517T125841Z,train,True,133
KMSY:SWA4169_11_abebbe_20260521T183027Z,train,True,122
KMSY:SWA4169_11_ac24c5_20260528T182857Z,train,True,111
KMSY:SWA4169_11_ac3b32_20260526T172406Z,train,True,127
KMSY:SWA4169_11_ac42bf_20260518T182708Z,train,True,136
KMSY:SWA4169_11_ac5746_20260520T173056Z,val,True,149
KMSY:SWA4169_11_ac5a94_20260527T173220Z,train,True,130
KMSY:SWA4169_29_abf351_20260522T184243Z,val,True,148
KMSY:SWA4171_11_a1f1de_20260708T214548Z,val,True,176
KMSY:SWA4171_11_a29391_20260715T215516Z,train,True,161
KMSY:SWA418_02_abbcc1_20260721T144900Z,val,True,184
KMSY:SWA418_11_abc07b_20260715T145920Z,train,True,126
KMSY:SWA418_29_abb172_20260714T151402Z,train,True,260
KMSY:SWA4207_02_a5b59d_20260720T213325Z,train,True,193
KMSY:SWA4207_11_ac501e_20260708T201441Z,train,True,181
KMSY:SWA4207_29_a577d4_20260713T222006Z,val,True,310
KMSY:SWA4207_29_aab1d2_20260710T215318Z,val,True,202
KMSY:SWA4207_29_ac6622_20260714T205759Z,train,True,183
KMSY:SWA420_11_ac5b89_20260516T203817Z,train,True,123
KMSY:SWA420_29_ab62f8_20260530T201704Z,train,True,278
KMSY:SWA420_29_abc0c1_20260523T202845Z,train,True,292
KMSY:SWA4225_11_ac1a72_20260519T182919Z,val,True,128
KMSY:SWA4225_11_ac3053_20260520T182253Z,train,True,138
KMSY:SWA4225_11_ac4237_20260527T182325Z,train,True,133
KMSY:SWA4257_11_abe77a_20260715T231429Z,train,True,118
KMSY:SWA4257_11_abef2f_20260708T230058Z,train,True,120
KMSY:SWA4257_29_abec6c_20260714T235431Z,train,True,228
KMSY:SWA4300_11_ac2038_20260527T214543Z,val,True,139
KMSY:SWA4300_29_ac28e5_20260520T222632Z,train,True,125
KMSY:SWA4311_02_abec4d_20260720T225452Z,train,True,143
KMSY:SWA4311_29_abc14d_20260710T230911Z,train,True,314
KMSY:SWA4311_29_ac47b7_20260709T225204Z,train,True,228
KMSY:SWA4323_02_abad94_20260719T232828Z,val,True,281
KMSY:SWA4323_11_abb5e2_20260708T212906Z,train,True,164
KMSY:SWA4323_11_ac75dc_20260715T210832Z,train,True,167
KMSY:SWA4323_29_abd627_20260710T005406Z,train,True,176
KMSY:SWA4323_29_ac088e_20260712T233237Z,train,True,161
KMSY:SWA4323_29_ac3315_20260713T235631Z,train,True,161
KMSY:SWA4323_29_ac379a_20260717T225728Z,train,True,149
KMSY:SWA4323_29_ac47de_20260710T225528Z,train,True,164
KMSY:SWA435_11_ac377b_20260712T044558Z,train,True,134
KMSY:SWA435_29_ac7218_20260719T041043Z,val,True,310
KMSY:SWA4387_02_ac2fc3_20260721T141149Z,train,True,178
KMSY:SWA4387_11_abb54f_20260715T135841Z,train,True,124
KMSY:SWA4387_29_ac046e_20260714T142200Z,train,True,272
KMSY:SWA4416_11_a196c8_20260517T115149Z,train,True,136
KMSY:SWA4416_11_a1dcf2_20260527T130359Z,val,True,142
KMSY:SWA4416_11_a2efae_20260526T123245Z,train,True,135
KMSY:SWA4416_11_acdde3_20260519T123020Z,train,True,144
KMSY:SWA4416_11_acdde3_20260531T115543Z,train,True,137
KMSY:SWA4416_11_ad7f96_20260520T123850Z,train,True,146
KMSY:SWA4424_02_a2597f_20260721T020609Z,val,True,193
KMSY:SWA4424_11_ab5e6c_20260715T230913Z,train,True,121
KMSY:SWA4424_29_a59b9c_20260718T022824Z,train,True,282
KMSY:SWA4424_29_aa9ab6_20260714T021449Z,train,True,265
KMSY:SWA445_29_ac015f_20260719T055104Z,val,True,318
KMSY:SWA4467_11_ac1698_20260712T013214Z,train,True,261
KMSY:SWA4467_29_abf32f_20260719T011750Z,train,True,146
KMSY:SWA4475_02_ab5f6a_20260720T035253Z,train,True,247
KMSY:SWA4475_02_ac69fc_20260721T040832Z,train,True,252
KMSY:SWA4475_29_abc7a3_20260714T024533Z,train,True,179
KMSY:SWA4475_29_abd559_20260710T022554Z,train,True,223
KMSY:SWA4475_29_abdd91_20260718T030016Z,train,True,211
KMSY:SWA4475_29_ac247a_20260718T233439Z,train,True,163
KMSY:SWA4475_29_ac32f2_20260711T232836Z,train,True,176
KMSY:SWA4475_29_ac3731_20260711T030021Z,val,True,181
KMSY:SWA4475_29_ac5a73_20260713T033652Z,train,True,135
KMSY:SWA4500_11_a1ca5f_20260523T170509Z,val,True,136
KMSY:SWA4500_11_a26fc9_20260520T152441Z,train,True,203
KMSY:SWA4500_11_a577d4_20260526T152511Z,train,True,199
KMSY:SWA4500_11_a5bd0b_20260531T150544Z,train,True,141
KMSY:SWA4500_11_aa777e_20260527T150503Z,train,True,141
KMSY:SWA4500_11_aa7b10_20260517T145034Z,train,True,217
KMSY:SWA4500_11_aaaa4a_20260519T150257Z,train,True,190
KMSY:SWA4500_11_ac086b_20260525T145558Z,train,True,132
KMSY:SWA4500_11_ac0f03_20260528T150413Z,train,True,130
KMSY:SWA4500_11_ac138c_20260521T150836Z,val,True,198
KMSY:SWA4500_29_a1ae05_20260530T170945Z,train,True,185
KMSY:SWA4500_29_ac33a3_20260522T152252Z,train,True,296
KMSY:SWA4501_11_ab5bb1_20260519T042651Z,train,True,148
KMSY:SWA4501_11_ab5eb2_20260529T041353Z,train,True,128
KMSY:SWA4501_11_abaa1a_20260521T033459Z,train,True,141
KMSY:SWA4501_11_abfc71_20260527T034114Z,train,True,150
KMSY:SWA4501_11_ac07fd_20260520T035555Z,train,True,202
KMSY:SWA4501_11_ac1675_20260528T034633Z,train,True,139
KMSY:SWA4501_11_ac2fc3_20260522T050600Z,train,True,138
KMSY:SWA4501_11_ac4f4c_20260523T044232Z,train,True,127
KMSY:SWA4501_11_ac65dc_20260530T041341Z,train,True,160
KMSY:SWA4501_11_ac696c_20260518T043423Z,train,True,189
KMSY:SWA4501_29_ac32f2_20260525T030109Z,val,True,294
KMSY:SWA4567_02_ac53d5_20260721T034321Z,train,True,286
KMSY:SWA4567_11_ab6247_20260716T011848Z,train,True,156
KMSY:SWA4567_11_ac138c_20260711T034342Z,train,True,188
KMSY:SWA4567_11_ac3b32_20260709T011211Z,train,True,142
KMSY:SWA4567_11_ac3b78_20260710T043043Z,train,True,141
KMSY:SWA4567_29_aa9b42_20260713T044048Z,train,True,210
KMSY:SWA4567_29_ac0bfb_20260714T034429Z,train,True,212
KMSY:SWA4567_29_ac379a_20260715T013455Z,train,True,265
KMSY:SWA4567_29_ac6573_20260718T041351Z,val,True,236
KMSY:SWA4573_11_abc0e4_20260520T125926Z,train,True,328
KMSY:SWA4573_11_ac4b95_20260519T124405Z,train,True,187
KMSY:SWA4573_11_ac5ab7_20260527T124202Z,train,True,240
KMSY:SWA4574_11_abae8f_20260517T181416Z,train,True,284
KMSY:SWA4574_11_abbce5_20260525T165036Z,train,True,128
KMSY:SWA4574_11_abe124_20260518T164139Z,train,True,143
KMSY:SWA4574_11_ac24e4_20260521T165033Z,train,True,304
KMSY:SWA4574_11_ac2f18_20260528T165552Z,train,True,131
KMSY:SWA4574_11_ac48ac_20260531T181622Z,train,True,315
KMSY:SWA4574_11_ac5a73_20260529T163946Z,train,True,308
KMSY:SWA4574_29_ac00b1_20260522T170344Z,train,True,140
KMSY:SWA4574_29_ac07dc_20260530T161421Z,train,True,124
KMSY:SWA4574_29_ac1747_20260524T203106Z,train,True,133
KMSY:SWA4574_29_ac4843_20260523T171416Z,train,True,148
KMSY:SWA4575_11_abe40a_20260519T015623Z,train,True,151
KMSY:SWA4575_11_ac247a_20260522T023304Z,val,True,337
KMSY:SWA4575_11_ac3338_20260529T013017Z,train,True,306
KMSY:SWA4575_11_ac3a38_20260518T010923Z,train,True,173
KMSY:SWA4575_11_ac4210_20260526T222737Z,train,True,138
KMSY:SWA4575_11_ac5b89_20260519T224307Z,train,True,140
KMSY:SWA4575_11_ac6227_20260527T224044Z,train,True,147
KMSY:SWA4575_11_ac62a9_20260526T012943Z,train,True,343
KMSY:SWA4575_11_ac6573_20260530T012921Z,val,True,223
KMSY:SWA4575_11_ac694f_20260523T030738Z,train,True,274
KMSY:SWA4575_29_abaa1a_20260520T230746Z,val,True,135
KMSY:SWA4575_29_ad12e0_20260525T023154Z,val,True,149
KMSY:SWA4635_11_ac23ef_20260518T052157Z,val,True,151
KMSY:SWA4656_02_a2f77b_20260721T040426Z,train,True,169
KMSY:SWA4656_02_abc058_20260720T050005Z,train,True,175
KMSY:SWA4656_11_aa7e16_20260710T035137Z,val,True,299
KMSY:SWA4656_29_a19f29_20260711T032936Z,train,True,125
KMSY:SWA4656_29_a60852_20260718T035420Z,val,True,156
KMSY:SWA4656_29_abef54_20260713T053247Z,val,True,136
KMSY:SWA4662_11_a143e9_20260517T121650Z,train,True,135
KMSY:SWA4662_11_abebe0_20260531T122229Z,train,True,124
KMSY:SWA4681_29_abfcda_20260525T041629Z,val,True,250
KMSY:SWA4692_11_a2b3a2_20260709T155512Z,train,True,171
KMSY:SWA4692_11_aa9afc_20260710T165645Z,train,True,203
KMSY:SWA4692_11_aaa2d3_20260716T155418Z,val,True,152
KMSY:SWA4692_11_abb54f_20260711T145523Z,train,True,264
KMSY:SWA4692_29_a2f77b_20260713T155557Z,train,True,184
KMSY:SWA4692_29_aa7409_20260717T160226Z,train,True,183
KMSY:SWA4692_29_abc14d_20260712T152657Z,train,True,131
KMSY:SWA4692_29_ac57d2_20260719T152536Z,train,True,182
KMSY:SWA4756_11_ab5f87_20260716T033256Z,train,True,131
KMSY:SWA4756_11_abb9b2_20260709T031319Z,train,True,101
KMSY:SWA4756_11_abec4d_20260517T195041Z,train,True,163
KMSY:SWA4756_11_ac5ada_20260531T200521Z,val,True,207
KMSY:SWA4756_29_a542d7_20260714T053544Z,val,True,299
KMSY:SWA4756_29_a63388_20260710T024008Z,train,True,270
KMSY:SWA4756_29_aa7aeb_20260718T030345Z,train,True,306
KMSY:SWA4756_29_aaa247_20260719T032108Z,train,True,294
KMSY:SWA4756_29_ac1a44_20260524T192044Z,train,True,252
KMSY:SWA4756_29_ac6204_20260715T040409Z,val,True,304
KMSY:SWA4780_02_ac8ee5_20260721T145133Z,train,True,263
KMSY:SWA4780_11_abc3ec_20260710T144744Z,train,True,156
KMSY:SWA4780_29_a1ae05_20260712T150240Z,train,True,240
KMSY:SWA4780_29_a29eb6_20260714T151113Z,val,True,176
KMSY:SWA4780_29_a53f20_20260719T150941Z,train,True,293
KMSY:SWA4780_29_abd90c_20260713T143439Z,val,True,179
KMSY:SWA4780_29_abef2f_20260717T143845Z,train,True,245
KMSY:SWA4793_02_ac8009_20260720T214558Z,train,True,223
KMSY:SWA4793_11_abc80c_20260716T043102Z,train,True,127
KMSY:SWA4793_11_abe79d_20260715T050548Z,train,True,133
KMSY:SWA4793_29_aaa929_20260717T234337Z,train,True,280
KMSY:SWA4793_29_acd2be_20260710T215534Z,train,True,212
KMSY:SWA4864_11_a146f1_20260720T062633Z,train,True,125
KMSY:SWA4864_11_abd19e_20260713T074728Z,train,True,127
KMSY:SWA4927_29_abb1de_20260712T170719Z,train,True,264
KMSY:SWA4927_29_ac57af_20260719T173022Z,train,True,244
KMSY:SWA4942_11_a1ce16_20260709T112440Z,val,True,124
KMSY:SWA4942_11_aa7757_20260716T111639Z,val,True,134
KMSY:SWA4942_11_aab18c_20260710T111643Z,train,True,128
KMSY:SWA4942_29_a240dc_20260713T111559Z,val,True,287
KMSY:SWA4942_29_a5958c_20260720T112034Z,train,True,260
KMSY:SWA4942_29_ad6595_20260717T111628Z,train,True,300
KMSY:SWA5061_11_a1ae05_20260708T233649Z,train,True,155
KMSY:SWA5061_11_aa7aa6_20260715T233805Z,train,True,140
KMSY:SWA5061_29_aa7aa6_20260715T001336Z,train,True,261
KMSY:SWA542_11_abe872_20260716T021421Z,train,True,269
KMSY:SWA542_11_ac692a_20260709T000939Z,train,True,268
KMSY:SWA542_29_ac62a9_20260715T003915Z,train,True,149
KMSY:SWA582_02_ac2439_20260721T010635Z,train,True,180
KMSY:SWA582_29_abad94_20260711T013753Z,train,True,255
KMSY:SWA582_29_abb9b2_20260718T003311Z,train,True,270
KMSY:SWA582_29_abb9df_20260714T002237Z,val,True,285
KMSY:SWA582_29_ac27f0_20260710T001404Z,val,True,230
KMSY:SWA585_11_aa7b54_20260518T040654Z,train,True,190
KMSY:SWA585_29_ac2c56_20260525T033620Z,train,True,323
KMSY:SWA594_02_a54bab_20260720T143800Z,train,True,281
KMSY:SWA594_02_ad3098_20260721T142556Z,train,True,252
KMSY:SWA594_11_aa7a61_20260709T143245Z,train,True,158
KMSY:SWA594_11_aaaddc_20260716T144748Z,train,True,143
KMSY:SWA594_29_a2bb10_20260712T140226Z,train,True,183
KMSY:SWA594_29_a3117c_20260719T143508Z,train,True,239
KMSY:SWA594_29_a5d965_20260714T144107Z,train,True,172
KMSY:SWA594_29_a72ca2_20260713T145608Z,train,True,199
KMSY:SWA595_02_aaa247_20260720T003150Z,val,True,261
KMSY:SWA595_02_ac0bfb_20260720T191055Z,train,True,254
KMSY:SWA595_11_a220cb_20260715T205430Z,train,True,256
KMSY:SWA595_11_abec4d_20260709T194332Z,train,True,168
KMSY:SWA595_11_ac929c_20260708T204311Z,val,True,164
KMSY:SWA595_29_a586b0_20260712T221851Z,val,True,178
KMSY:SWA595_29_abb172_20260717T191235Z,train,True,185
KMSY:SWA595_29_ac5b89_20260713T191344Z,val,True,271
KMSY:SWA597_02_ac2412_20260721T064525Z,train,True,278
KMSY:SWA597_02_ad61de_20260720T052815Z,train,True,305
KMSY:SWA597_11_abd559_20260711T045832Z,val,True,142
KMSY:SWA597_11_ac2813_20260716T035440Z,train,True,62
KMSY:SWA597_11_ac3e80_20260712T024940Z,train,True,165
KMSY:SWA597_29_a5a6c1_20260713T051746Z,train,True,154
KMSY:SWA597_29_ac0f26_20260719T045345Z,train,True,148
KMSY:SWA597_29_ac6573_20260714T054034Z,train,True,162
KMSY:SWA598_02_abb271_20260720T021310Z,train,True,155
KMSY:SWA609_02_abfac6_20260719T211104Z,val,True,188
KMSY:SWA609_29_abf29f_20260712T211107Z,train,True,254
KMSY:SWA618_11_abd536_20260530T124427Z,train,True,108
KMSY:SWA618_11_abebe0_20260523T130524Z,train,True,189
KMSY:SWA65_11_aaad49_20260712T022501Z,train,True,131
KMSY:SWA65_29_a211ef_20260719T015608Z,train,True,286
KMSY:SWA699_11_aa7a3c_20260716T004358Z,train,True,126
KMSY:SWA699_29_ad4cf2_20260714T214128Z,train,True,255
KMSY:SWA714_11_aa6f80_20260527T200228Z,val,True,159
KMSY:SWA714_11_abadf9_20260517T230236Z,train,True,140
KMSY:SWA714_11_abbd2d_20260531T225548Z,train,True,158
KMSY:SWA714_11_abd536_20260525T200304Z,val,True,188
KMSY:SWA714_11_abf8e0_20260521T195032Z,train,True,143
KMSY:SWA714_11_ac2c10_20260528T200356Z,val,True,165
KMSY:SWA714_11_ac377b_20260519T195521Z,train,True,168
KMSY:SWA714_11_ac3a83_20260518T194802Z,train,True,147
KMSY:SWA714_11_ac5b43_20260522T210532Z,train,True,115
KMSY:SWA715_11_a24c01_20260522T001235Z,train,True,267
KMSY:SWA715_11_aa76a8_20260523T004137Z,train,True,126
KMSY:SWA715_11_aaa224_20260528T235429Z,val,True,156
KMSY:SWA715_11_abc3c6_20260529T233940Z,train,True,157
KMSY:SWA715_11_ac5700_20260519T222453Z,train,True,139
KMSY:SWA715_11_ac6668_20260527T223056Z,val,True,173
KMSY:SWA715_11_ac668d_20260521T010448Z,val,True,239
KMSY:SWA715_11_acc02b_20260531T000659Z,train,True,143
KMSY:SWA715_11_accb50_20260516T234233Z,train,True,148
