flight_id,split,rows,pairs_2s,pairs_10s,pairs_30s,pairs_60s,pairs_120s
KSTL:SWA2706_12L_ac98ac_20260527T012646Z,train,164,163,159,149,134,104
KSTL:SWA2706_30L_aa9e28_20260519T225028Z,train,133,132,128,118,103,73
KSTL:SWA2706_30R_a2bb10_20260520T225308Z,train,129,128,124,114,99,69
KSTL:SWA2706_30R_a63388_20260513T225133Z,val,125,124,120,110,95,65
KSTL:SWA2706_30R_aa7aa6_20260512T223213Z,train,165,164,160,150,135,105
KSTL:SWA2706_30R_abfd8c_20260523T205504Z,train,122,121,117,107,92,62
KSTL:SWA2712_12L_aab18c_20260720T030331Z,train,329,328,324,314,299,269
KSTL:SWA2712_30R_a55f31_20260713T032627Z,train,123,122,118,108,93,63
KSTL:SWA2720_12L_a1a697_20260523T020735Z,train,148,147,143,133,118,88
KSTL:SWA2720_12L_a1ae05_20260529T024827Z,train,158,157,153,143,128,98
KSTL:SWA2720_12L_a25d36_20260526T023557Z,train,149,148,144,134,119,89
KSTL:SWA2720_12L_a2886c_20260519T035528Z,train,164,163,159,149,134,104
KSTL:SWA2720_12L_a528d6_20260516T015835Z,train,158,157,153,143,128,98
KSTL:SWA2720_12L_a5669f_20260522T021126Z,train,151,150,146,136,121,91
KSTL:SWA2720_12L_aab169_20260530T020821Z,train,152,151,147,137,122,92
KSTL:SWA2740_12L_a1ea70_20260703T213901Z,train,264,263,259,249,234,204
KSTL:SWA2740_12L_a28c23_20260713T212827Z,train,265,264,260,250,235,205
KSTL:SWA2740_12L_a29aff_20260716T213042Z,val,128,127,123,113,98,68
KSTL:SWA2740_12L_a582f9_20260518T020805Z,train,158,157,153,143,128,98
KSTL:SWA2740_12L_aa9afc_20260720T220252Z,train,261,260,256,246,231,201
KSTL:SWA2740_12L_aab0ba_20260528T020127Z,train,149,148,144,134,119,89
KSTL:SWA2740_12L_ab5f6a_20260522T005702Z,val,312,311,307,297,282,252
KSTL:SWA2740_12L_abae8f_20260523T000539Z,train,123,122,118,108,93,63
KSTL:SWA2740_12L_abf351_20260715T214529Z,train,251,250,246,236,221,191
KSTL:SWA2740_12L_ac0818_20260714T214935Z,train,259,258,254,244,229,199
KSTL:SWA2740_12L_ac3eba_20260529T001000Z,train,144,143,139,129,114,84
KSTL:SWA2740_12L_ac486a_20260526T005235Z,train,150,149,145,135,120,90
KSTL:SWA2740_12L_ac4b95_20260518T235240Z,train,148,147,143,133,118,88
KSTL:SWA2740_30R_a58a67_20260521T021556Z,train,255,254,250,240,225,195
KSTL:SWA2740_30R_a5fd2d_20260520T053211Z,train,313,312,308,298,283,253
KSTL:SWA2740_30R_aa6ba6_20260717T213117Z,train,132,131,127,117,102,72
KSTL:SWA2740_30R_abe124_20260525T055332Z,val,129,128,124,114,99,69
KSTL:SWA2740_30R_ac4ca8_20260707T230045Z,train,119,118,114,104,89,59
KSTL:SWA2740_30R_ac5b20_20260511T235618Z,train,297,296,292,282,267,237
KSTL:SWA2740_30R_ac929c_20260510T231512Z,train,153,152,148,138,123,93
KSTL:SWA2740_30R_ad6595_20260514T032917Z,train,148,147,143,133,118,88
KSTL:SWA2742_12L_aaa2b0_20260720T005508Z,train,271,270,266,256,241,211
KSTL:SWA2742_30R_a2396e_20260713T020356Z,train,140,139,135,125,110,80
KSTL:SWA274_11_abb52c_20260703T134956Z,val,122,121,117,107,92,62
KSTL:SWA274_11_ac5041_20260720T143616Z,val,114,113,109,99,84,54
KSTL:SWA274_12L_abb507_20260706T134425Z,val,142,141,137,127,112,82
KSTL:SWA274_12L_abb995_20260710T140523Z,train,318,317,313,303,288,258
KSTL:SWA274_12L_abe4db_20260709T135442Z,val,262,261,257,247,232,202
KSTL:SWA274_12R_ac2038_20260716T134532Z,train,124,123,119,109,94,64
KSTL:SWA274_29_abdc9b_20260717T134445Z,train,261,260,256,246,231,201
KSTL:SWA274_30R_abad6c_20260713T144206Z,train,127,126,122,112,97,67
KSTL:SWA276_30R_a57b8b_20260704T225015Z,val,285,284,280,270,255,225
KSTL:SWA2782_12L_a143a3_20260516T015637Z,train,156,155,151,141,126,96
KSTL:SWA2782_12L_a1440c_20260519T024747Z,train,268,267,263,253,238,208
KSTL:SWA2782_12L_abc432_20260516T122022Z,train,261,260,256,246,231,201
KSTL:SWA2782_12L_abd204_20260523T123339Z,train,303,302,298,288,273,243
KSTL:SWA2782_12L_abd4e7_20260530T122349Z,train,294,293,289,279,264,234
KSTL:SWA2782_12L_ac134a_20260515T020357Z,train,312,311,307,297,282,252
KSTL:SWA2782_12L_ac16da_20260526T020812Z,train,151,150,146,136,121,91
KSTL:SWA2782_12L_ac1701_20260529T014416Z,train,322,321,317,307,292,262
KSTL:SWA2782_12L_ac2173_20260523T022047Z,train,148,147,143,133,118,88
KSTL:SWA2782_12L_ac2b61_20260530T035807Z,train,267,266,262,252,237,207
KSTL:SWA2782_12L_ac4210_20260527T012252Z,val,302,301,297,287,272,242
KSTL:SWA2782_12L_ac5f42_20260522T020554Z,train,317,316,312,302,287,257
KSTL:SWA2782_12L_ac6227_20260528T012236Z,val,264,263,259,249,234,204
KSTL:SWA2782_12L_ad5e27_20260518T020401Z,train,329,328,324,314,299,269
KSTL:SWA2782_30R_aa9b65_20260511T040144Z,train,146,145,141,131,116,86
KSTL:SWA2782_30R_abaa1a_20260521T011434Z,train,109,108,104,94,79,49
KSTL:SWA2782_30R_ac337e_20260513T012157Z,train,126,125,121,111,96,66
KSTL:SWA2782_30R_ac5b89_20260520T010902Z,train,130,129,125,115,100,70
KSTL:SWA2782_30R_ac5e6e_20260512T024457Z,train,118,117,113,103,88,58
KSTL:SWA2804_30R_a55f31_20260709T210327Z,train,128,127,123,113,98,68
KSTL:SWA2804_30R_ad5e27_20260710T204254Z,train,124,123,119,109,94,64
KSTL:SWA2804_30R_ad7828_20260706T214005Z,train,133,132,128,118,103,73
KSTL:SWA2823_12R_ac6227_20260705T000100Z,train,125,124,120,110,95,65
KSTL:SWA2823_30R_ac57af_20260711T215515Z,val,122,121,117,107,92,62
KSTL:SWA2828_30R_ab6339_20260712T130152Z,train,156,155,151,141,126,96
KSTL:SWA2828_30R_abadd6_20260719T132828Z,train,136,135,131,121,106,76
KSTL:SWA2832_30R_abefdd_20260712T181356Z,val,121,120,116,106,91,61
KSTL:SWA2832_30R_ac3053_20260705T173140Z,train,122,121,117,107,92,62
KSTL:SWA2839_12L_ab6229_20260519T055250Z,train,197,196,192,182,167,137
KSTL:SWA2839_12L_abbcc1_20260526T193814Z,train,146,145,141,131,116,86
KSTL:SWA2839_12L_abef16_20260523T053903Z,train,200,199,195,185,170,140
KSTL:SWA2839_12L_ac2b80_20260529T053706Z,train,149,148,144,134,119,89
KSTL:SWA2839_12R_abe872_20260516T050502Z,train,125,124,120,110,95,65
KSTL:SWA2839_12R_ac04d3_20260530T051902Z,train,148,147,143,133,118,88
KSTL:SWA2839_30R_ac0ff9_20260513T200812Z,train,318,317,313,303,288,258
KSTL:SWA2839_30R_ac1a2c_20260527T203920Z,train,299,298,294,284,269,239
KSTL:SWA2839_30R_ac24c5_20260512T052649Z,train,309,308,304,294,279,249
KSTL:SWA2839_30R_ac696c_20260520T202018Z,train,318,317,313,303,288,258
KSTL:SWA2864_12L_a73f35_20260720T012527Z,train,293,292,288,278,263,233
KSTL:SWA2864_30R_a26c12_20260706T011507Z,train,136,135,131,121,106,76
KSTL:SWA2864_30R_aa6fca_20260713T004353Z,train,113,112,108,98,83,53
KSTL:SWA286_12L_aa76a8_20260708T203953Z,val,138,137,133,123,108,78
KSTL:SWA286_12L_abfd23_20260715T193800Z,train,138,137,133,123,108,78
KSTL:SWA286_12L_ac6a1f_20260714T193908Z,train,143,142,138,128,113,83
KSTL:SWA286_30R_abb52c_20260721T193241Z,train,301,300,296,286,271,241
KSTL:SWA286_30R_ac33a3_20260707T193616Z,train,260,259,255,245,230,200
KSTL:SWA2888_30R_abb52c_20260706T023827Z,val,120,119,115,105,90,60
KSTL:SWA2888_30R_ac6227_20260713T022303Z,train,117,116,112,102,87,57
KSTL:SWA2897_12L_a23200_20260517T222121Z,train,280,279,275,265,250,220
KSTL:SWA2897_12L_a5b59d_20260531T215627Z,train,298,297,293,283,268,238
KSTL:SWA2897_30R_a6049b_20260510T221423Z,val,137,136,132,122,107,77
KSTL:SWA2900_11_ac2c79_20260720T141051Z,train,665,664,660,650,635,605
KSTL:SWA2900_11_ad50a9_20260703T134419Z,train,279,278,274,264,249,219
KSTL:SWA2900_12L_abe501_20260714T154001Z,train,272,271,267,257,242,212
KSTL:SWA2900_12L_ac4b95_20260709T134938Z,train,271,270,266,256,241,211
KSTL:SWA2900_12L_ac5349_20260710T135845Z,train,147,146,142,132,117,87
KSTL:SWA2900_12L_ac56d9_20260706T140634Z,train,303,302,298,288,273,243
KSTL:SWA2900_12R_abb271_20260716T135348Z,train,147,146,142,132,117,87
KSTL:SWA2900_30L_ac37bd_20260717T135714Z,train,125,124,120,110,95,65
KSTL:SWA2900_30R_abb222_20260719T140704Z,train,117,116,112,102,87,57
KSTL:SWA2900_30R_abeb31_20260705T140202Z,train,132,131,127,117,102,72
KSTL:SWA2900_30R_abebbe_20260712T135608Z,train,116,115,111,101,86,56
KSTL:SWA2900_30R_ac0b96_20260708T141433Z,train,125,124,120,110,95,65
KSTL:SWA2900_30R_ac429b_20260707T140806Z,train,124,123,119,109,94,64
KSTL:SWA2900_30R_ac53f8_20260713T135919Z,val,127,126,122,112,97,67
KSTL:SWA2901_12L_a1fd03_20260706T174624Z,train,298,297,293,283,268,238
KSTL:SWA2901_12L_a5ea9a_20260710T173107Z,train,321,320,316,306,291,261
KSTL:SWA2901_12L_aa9ab6_20260713T165450Z,train,230,229,225,215,200,170
KSTL:SWA2901_12L_ac5f42_20260714T155639Z,train,430,429,425,415,400,370
KSTL:SWA2901_12R_ac6a1f_20260722T160011Z,train,246,245,241,231,216,186
KSTL:SWA2901_30L_ac72d2_20260721T155237Z,train,147,146,142,132,117,87
KSTL:SWA2901_30R_aa9afc_20260705T160405Z,train,123,122,118,108,93,63
KSTL:SWA2901_30R_aa9e28_20260703T170418Z,train,128,127,123,113,98,68
KSTL:SWA2901_30R_abb12d_20260708T154612Z,train,130,129,125,115,100,70
KSTL:SWA2901_30R_ac0094_20260707T154759Z,train,120,119,115,105,90,60
KSTL:SWA2901_30R_ac929c_20260719T163101Z,train,133,132,128,118,103,73
KSTL:SWA2902_12L_abd90c_20260706T191507Z,train,276,275,271,261,246,216
KSTL:SWA2902_12L_abd9d9_20260714T183725Z,train,337,336,332,322,307,277
KSTL:SWA2902_12L_ac00d6_20260719T191118Z,train,295,294,290,280,265,235
KSTL:SWA2902_12L_ac5ed9_20260703T190841Z,val,184,183,179,169,154,124
KSTL:SWA2902_12L_ac75b0_20260716T191932Z,train,130,129,125,115,100,70
KSTL:SWA2902_12R_ac3731_20260720T195002Z,train,149,148,144,134,119,89
KSTL:SWA2902_30R_abc058_20260707T172013Z,train,132,131,127,117,102,72
KSTL:SWA2902_30R_abebbe_20260705T191056Z,train,113,112,108,98,83,53
KSTL:SWA2902_30R_ac1747_20260721T172346Z,train,128,127,123,113,98,68
KSTL:SWA2902_30R_ac2c56_20260710T194152Z,train,115,114,110,100,85,55
KSTL:SWA2903_12L_a5ce40_20260521T154621Z,train,144,143,139,129,114,84
KSTL:SWA2903_12L_a62c1a_20260518T163648Z,train,139,138,134,124,109,79
KSTL:SWA2903_12L_aa733b_20260522T153620Z,train,153,152,148,138,123,93
KSTL:SWA2903_12L_ab6316_20260714T203441Z,val,212,211,207,197,182,152
KSTL:SWA2903_12L_abfc97_20260708T202113Z,train,268,267,263,253,238,208
KSTL:SWA2903_12L_ac2f5a_20260715T203136Z,train,279,278,274,264,249,219
KSTL:SWA2903_12L_ac36ef_20260713T205313Z,train,138,137,133,123,108,78
KSTL:SWA2903_12L_ac5e01_20260703T233849Z,val,252,251,247,237,222,192
KSTL:SWA2903_12L_aca3d1_20260529T151755Z,train,148,147,143,133,118,88
KSTL:SWA2903_12L_ad36a8_20260515T153326Z,train,151,150,146,136,121,91
KSTL:SWA2903_12R_abbc52_20260720T204652Z,train,298,297,293,283,268,238
KSTL:SWA2903_12R_acb2ad_20260514T152737Z,train,137,136,132,122,107,77
KSTL:SWA2903_30R_a14452_20260707T204710Z,train,126,125,121,111,96,66
KSTL:SWA2903_30R_a1f1de_20260709T205653Z,train,134,133,129,119,104,74
KSTL:SWA2903_30R_a717b6_20260511T152953Z,train,294,293,289,279,264,234
KSTL:SWA2903_30R_abec03_20260717T211329Z,train,126,125,121,111,96,66
KSTL:SWA2903_30R_ac0b50_20260721T202830Z,train,127,126,122,112,97,67
KSTL:SWA2904_12L_a1442f_20260530T180638Z,train,273,272,268,258,243,213
KSTL:SWA2904_12L_a5aa78_20260715T230729Z,train,129,128,124,114,99,69
KSTL:SWA2904_12L_aa9eb3_20260708T230958Z,train,289,288,284,274,259,229
KSTL:SWA2904_12L_ab5eb2_20260525T235958Z,train,146,145,141,131,116,86
KSTL:SWA2904_12L_abb4ea_20260528T235801Z,train,142,141,137,127,112,82
KSTL:SWA2904_12L_abbc75_20260529T234440Z,train,140,139,135,125,110,80
KSTL:SWA2904_12L_abd971_20260713T235834Z,train,162,161,157,147,132,102
KSTL:SWA2904_12L_abef98_20260717T010202Z,train,272,271,267,257,242,212
KSTL:SWA2904_12L_abf3da_20260523T011833Z,train,135,134,130,120,105,75
KSTL:SWA2904_12L_ac03ff_20260720T235711Z,train,257,256,252,242,227,197
KSTL:SWA2904_12L_ac13d6_20260516T175619Z,train,123,122,118,108,93,63
KSTL:SWA2904_12L_ac2f83_20260522T001631Z,train,141,140,136,126,111,81
KSTL:SWA2904_12L_ac48d3_20260526T235141Z,train,137,136,132,122,107,77
KSTL:SWA2904_12L_ac4f4c_20260527T225542Z,train,136,135,131,121,106,76
KSTL:SWA2904_12L_acef18_20260714T230258Z,train,317,316,312,302,287,257
KSTL:SWA2904_12R_abbcc1_20260515T235439Z,train,131,130,126,116,101,71
KSTL:SWA2904_12R_ac36ef_20260704T004735Z,train,310,309,305,295,280,250
KSTL:SWA2904_30R_a73410_20260707T231643Z,train,135,134,130,120,105,75
KSTL:SWA2904_30R_abaaa8_20260512T022215Z,val,263,262,258,248,233,203
KSTL:SWA2904_30R_abb1c2_20260513T230551Z,train,136,135,131,121,106,76
KSTL:SWA2904_30R_abb595_20260710T000011Z,train,120,119,115,105,90,60
KSTL:SWA2904_30R_abbc52_20260718T001458Z,train,134,133,129,119,104,74
KSTL:SWA2904_30R_abdd91_20260519T230918Z,train,295,294,290,280,265,235
KSTL:SWA2904_30R_ac0027_20260523T175338Z,train,240,239,235,225,210,180
KSTL:SWA2904_30R_ac6645_20260520T230333Z,val,280,279,275,265,250,220
KSTL:SWA2905_12L_a1b1bc_20260721T033350Z,train,243,242,238,228,213,183
KSTL:SWA2905_12L_a1d44e_20260720T035336Z,train,160,159,155,145,130,100
KSTL:SWA2905_12L_a2ded8_20260711T042029Z,val,156,155,151,141,126,96
KSTL:SWA2905_12L_abfd66_20260715T030337Z,train,266,265,261,251,236,206
KSTL:SWA2905_12L_ac538f_20260716T030206Z,train,255,254,250,240,225,195
KSTL:SWA2905_30R_a562e8_20260710T035537Z,train,144,143,139,129,114,84
KSTL:SWA2905_30R_a73410_20260713T033828Z,train,120,119,115,105,90,60
KSTL:SWA2905_30R_aa7aa6_20260706T063655Z,train,158,157,153,143,128,98
KSTL:SWA2905_30R_aa9e6d_20260719T035524Z,train,79,78,74,64,49,19
KSTL:SWA2905_30R_ab5bd4_20260722T031314Z,train,149,148,144,134,119,89
KSTL:SWA2905_30R_abb595_20260708T032016Z,train,123,122,118,108,93,63
KSTL:SWA2905_30R_accb50_20260717T042918Z,train,141,140,136,126,111,81
KSTL:SWA2905_30R_ad6595_20260718T053556Z,val,173,172,168,158,143,113
KSTL:SWA2906_12L_a1d44e_20260522T020910Z,val,160,159,155,145,130,100
KSTL:SWA2906_12L_a211ef_20260529T015339Z,train,150,149,145,135,120,90
KSTL:SWA2906_12L_a2a26d_20260519T020605Z,val,166,165,161,151,136,106
KSTL:SWA2906_12L_a2efae_20260526T020703Z,train,159,158,154,144,129,99
KSTL:SWA2906_12L_a58a67_20260530T014649Z,train,166,165,161,151,136,106
KSTL:SWA2906_12L_aaa224_20260515T024833Z,train,156,155,151,141,126,96
KSTL:SWA2906_12L_abb94f_20260528T021716Z,val,145,144,140,130,115,85
KSTL:SWA2906_12L_abfd23_20260517T051519Z,train,146,145,141,131,116,86
KSTL:SWA2906_12L_ac252a_20260531T025658Z,train,135,134,130,120,105,75
KSTL:SWA2906_12L_ac2c10_20260518T003919Z,train,147,146,142,132,117,87
KSTL:SWA2906_12L_ac69fc_20260527T022743Z,val,132,131,127,117,102,72
KSTL:SWA2906_12L_acba1b_20260523T020914Z,train,155,154,150,140,125,95
KSTL:SWA2906_12L_ad3a5f_20260516T020501Z,train,140,139,135,125,110,80
KSTL:SWA2906_30R_ab5bb1_20260510T235539Z,train,246,245,241,231,216,186
KSTL:SWA2906_30R_abae2c_20260524T030808Z,train,212,211,207,197,182,152
KSTL:SWA2906_30R_abfc71_20260520T024058Z,train,147,146,142,132,117,87
KSTL:SWA2906_30R_ac2173_20260514T023007Z,val,132,131,127,117,102,72
KSTL:SWA2906_30R_ac3b78_20260521T023606Z,val,249,248,244,234,219,189
KSTL:SWA2906_30R_ad2573_20260512T020839Z,train,129,128,124,114,99,69
KSTL:SWA2906_30R_ad41cd_20260513T021858Z,train,284,283,279,269,254,224
KSTL:SWA290_12L_a1d93b_20260521T140854Z,train,278,277,273,263,248,218
KSTL:SWA290_12L_a53f20_20260515T141844Z,train,183,182,178,168,153,123
KSTL:SWA290_12L_a57b8b_20260528T142202Z,train,158,157,153,143,128,98
KSTL:SWA290_12L_aaa224_20260529T140842Z,train,158,157,153,143,128,98
KSTL:SWA290_12L_ac1698_20260517T225418Z,train,268,267,263,253,238,208
KSTL:SWA290_12L_ac3751_20260531T230631Z,train,294,293,289,279,264,234
KSTL:SWA290_12L_ac4c67_20260530T144549Z,train,152,151,147,137,122,92
KSTL:SWA290_12L_ac4f4c_20260516T142508Z,train,280,279,275,265,250,220
KSTL:SWA290_12L_ad7828_20260525T142005Z,train,159,158,154,144,129,99
KSTL:SWA290_12R_ac98ac_20260514T142012Z,train,343,342,338,328,313,283
KSTL:SWA290_30R_a58a67_20260511T142149Z,train,131,130,126,116,101,71
KSTL:SWA290_30R_abc4be_20260510T231240Z,train,132,131,127,117,102,72
KSTL:SWA290_30R_ac046e_20260523T143144Z,train,129,128,124,114,99,69
KSTL:SWA2921_12L_a1ce16_20260720T235847Z,train,129,128,124,114,99,69
KSTL:SWA2921_12L_a5c31b_20260714T011359Z,train,149,148,144,134,119,89
KSTL:SWA2921_12R_a2a26d_20260703T235532Z,train,127,126,122,112,97,67
KSTL:SWA2921_30R_a28ee7_20260711T001958Z,train,194,193,189,179,164,134
KSTL:SWA2921_30R_a5a6c1_20260707T001327Z,train,127,126,122,112,97,67
KSTL:SWA2921_30R_ac6645_20260712T011742Z,train,288,287,283,273,258,228
KSTL:SWA2921_30R_acd675_20260718T002647Z,train,142,141,137,127,112,82
KSTL:SWA2931_11_abbd73_20260703T134702Z,train,306,305,301,291,276,246
KSTL:SWA2931_11_abc478_20260710T135653Z,train,120,119,115,105,90,60
KSTL:SWA2931_12L_abae62_20260706T135036Z,train,144,143,139,129,114,84
KSTL:SWA2931_12L_ac6289_20260714T140752Z,train,269,268,264,254,239,209
KSTL:SWA2931_12R_abb8c4_20260716T134740Z,train,136,135,131,121,106,76
KSTL:SWA2931_29_abe80e_20260717T133920Z,train,155,154,150,140,125,95
KSTL:SWA2931_29_ac4888_20260722T141333Z,val,151,150,146,136,121,91
KSTL:SWA2931_29_ac71df_20260707T140749Z,train,138,137,133,123,108,78
KSTL:SWA2931_30R_abf9f8_20260713T134712Z,train,124,123,119,109,94,64
KSTL:SWA2931_30R_ac2f18_20260712T121649Z,train,118,117,113,103,88,58
KSTL:SWA2931_30R_ac3338_20260708T140409Z,train,124,123,119,109,94,64
KSTL:SWA2931_30R_ac5e01_20260718T134217Z,train,151,150,146,136,121,91
KSTL:SWA2940_12L_abb222_20260526T152659Z,train,277,276,272,262,247,217
KSTL:SWA2940_12L_abf008_20260529T151522Z,train,271,270,266,256,241,211
KSTL:SWA2940_12L_ac0c24_20260515T154322Z,train,266,265,261,251,236,206
KSTL:SWA2940_12L_ac20a1_20260530T164158Z,train,298,297,293,283,268,238
KSTL:SWA2940_12L_ac289f_20260516T171305Z,val,138,137,133,123,108,78
KSTL:SWA2940_12L_ac3315_20260518T162230Z,train,139,138,134,124,109,79
KSTL:SWA2940_12L_ac4bdd_20260531T161724Z,val,259,258,254,244,229,199
KSTL:SWA2940_12L_ac4bfe_20260525T154948Z,train,254,253,249,239,224,194
KSTL:SWA2940_12L_ac57d2_20260517T155628Z,train,256,255,251,241,226,196
KSTL:SWA2940_12L_ac6993_20260528T154932Z,train,253,252,248,238,223,193
KSTL:SWA2940_12L_ac69b6_20260521T160342Z,val,266,265,261,251,236,206
KSTL:SWA2940_12L_ac6a1f_20260522T162642Z,train,298,297,293,283,268,238
KSTL:SWA2940_12R_ac4237_20260514T154644Z,train,271,270,266,256,241,211
KSTL:SWA2940_30R_abaaa8_20260511T152746Z,train,140,139,135,125,110,80
KSTL:SWA2940_30R_abaafe_20260527T151941Z,train,129,128,124,114,99,69
KSTL:SWA2940_30R_abe42c_20260512T152635Z,train,144,143,139,129,114,84
KSTL:SWA2940_30R_abf396_20260519T151305Z,train,138,137,133,123,108,78
KSTL:SWA2940_30R_ac1ab8_20260513T160400Z,train,142,141,137,127,112,82
KSTL:SWA2940_30R_ac2c79_20260523T163853Z,train,121,120,116,106,91,61
KSTL:SWA2940_30R_ac4bdd_20260520T154205Z,train,125,124,120,110,95,65
KSTL:SWA2940_30R_ac4f29_20260524T141355Z,train,126,125,121,111,96,66
KSTL:SWA2940_30R_ac6289_20260510T152521Z,train,145,144,140,130,115,85
KSTL:SWA2942_11_ac4c8a_20260514T182846Z,train,268,267,263,253,238,208
KSTL:SWA2942_12L_a14380_20260525T183243Z,val,269,268,264,254,239,209
KSTL:SWA2942_12L_ab5bb1_20260515T191517Z,val,280,279,275,265,250,220
KSTL:SWA2942_12L_abaa1a_20260521T185229Z,val,276,275,271,261,246,216
KSTL:SWA2942_12L_ac04ae_20260528T182956Z,train,143,142,138,128,113,83
KSTL:SWA2942_12L_ac04d3_20260518T190021Z,val,120,119,115,105,90,60
KSTL:SWA2942_12L_ac0818_20260529T182812Z,train,155,154,150,140,125,95
KSTL:SWA2942_12L_ac28e5_20260531T184821Z,train,270,269,265,255,240,210
KSTL:SWA2942_12L_ac3a38_20260526T182459Z,train,275,274,270,260,245,215
KSTL:SWA2942_12L_ac3dec_20260517T185830Z,train,252,251,247,237,222,192
KSTL:SWA2942_30R_abb4ea_20260510T184700Z,train,135,134,130,120,105,75
KSTL:SWA2942_30R_abc4d8_20260519T190141Z,train,159,158,154,144,129,99
KSTL:SWA2942_30R_abeb57_20260520T185053Z,val,121,120,116,106,91,61
KSTL:SWA2942_30R_abef98_20260527T181913Z,train,130,129,125,115,100,70
KSTL:SWA2942_30R_abf375_20260524T185726Z,train,136,135,131,121,106,76
KSTL:SWA2942_30R_ac370b_20260511T181721Z,train,139,138,134,124,109,79
KSTL:SWA2942_30R_ac5e23_20260512T185638Z,train,130,129,125,115,100,70
KSTL:SWA294_30R_aaa668_20260524T171748Z,train,119,118,114,104,89,59
KSTL:SWA296_12L_abd254_20260704T121333Z,train,243,242,238,228,213,183
KSTL:SWA296_12L_acab3f_20260711T140114Z,train,139,138,134,124,109,79
KSTL:SWA296_30R_a2d76a_20260718T140334Z,train,143,142,138,128,113,83
KSTL:SWA2973_11_aa7718_20260720T140246Z,train,139,138,134,124,109,79
KSTL:SWA2973_12L_a24757_20260711T145904Z,val,269,268,264,254,239,209
KSTL:SWA2973_12L_a3117c_20260709T134702Z,val,130,129,125,115,100,70
KSTL:SWA2973_12L_aaa668_20260706T135839Z,val,127,126,122,112,97,67
KSTL:SWA2973_12L_aaadb2_20260703T140743Z,train,291,290,286,276,261,231
KSTL:SWA2973_12L_ad21bc_20260710T135321Z,train,137,136,132,122,107,77
KSTL:SWA2973_12L_ad21bc_20260714T140157Z,train,146,145,141,131,116,86
KSTL:SWA2973_30L_aa779d_20260721T140505Z,train,147,146,142,132,117,87
KSTL:SWA2973_30L_aaa68a_20260717T135555Z,val,319,318,314,304,289,259
KSTL:SWA2973_30R_a1c2f1_20260718T122342Z,train,273,272,268,258,243,213
KSTL:SWA2973_30R_a7506a_20260707T141422Z,train,134,133,129,119,104,74
KSTL:SWA2973_30R_aa9b20_20260708T141045Z,train,282,281,277,267,252,222
KSTL:SWA2973_30R_ac74e4_20260713T140105Z,train,301,300,296,286,271,241
KSTL:SWA2974_12L_ab635d_20260714T005215Z,train,137,136,132,122,107,77
KSTL:SWA2974_12L_ac13d6_20260704T003234Z,train,129,128,124,114,99,69
KSTL:SWA2974_12L_ac1ad7_20260717T000820Z,train,135,134,130,120,105,75
KSTL:SWA2974_12L_ac2082_20260721T003322Z,val,124,123,119,109,94,64
KSTL:SWA2974_30R_ab5bf0_20260711T000026Z,train,139,138,134,124,109,79
KSTL:SWA2974_30R_ab6247_20260718T000824Z,train,297,296,292,282,267,237
KSTL:SWA2974_30R_ac2f37_20260707T000316Z,val,246,245,241,231,216,186
KSTL:SWA2984_30R_abe40a_20260704T181611Z,train,129,128,124,114,99,69
KSTL:SWA298_12L_a2685b_20260708T231241Z,train,139,138,134,124,109,79
KSTL:SWA298_12L_ab62ad_20260719T230710Z,train,119,118,114,104,89,59
KSTL:SWA298_12L_aca3d1_20260715T232837Z,train,144,143,139,129,114,84
KSTL:SWA298_30R_aa7a83_20260707T231422Z,train,280,279,275,265,250,220
KSTL:SWA298_30R_abc4be_20260712T230855Z,train,253,252,248,238,223,193
KSTL:SWA298_30R_acdde3_20260722T011450Z,train,308,307,303,293,278,248
KSTL:SWA2994_12L_a5a6c1_20260530T161158Z,train,152,151,147,137,122,92
KSTL:SWA2994_12L_a5bd0b_20260516T144241Z,train,137,136,132,122,107,77
KSTL:SWA2994_30R_a29391_20260523T145011Z,train,131,130,126,116,101,71
KSTL:SWA2_12L_a1a2e0_20260708T185107Z,train,135,134,130,120,105,75
KSTL:SWA2_12L_a55f31_20260714T190355Z,train,144,143,139,129,114,84
KSTL:SWA2_12R_ac8009_20260715T185754Z,train,133,132,128,118,103,73
KSTL:SWA2_30R_a1ea70_20260707T185633Z,train,256,255,251,241,226,196
KSTL:SWA2_30R_a5669f_20260721T192150Z,train,271,270,266,256,241,211
KSTL:SWA3009_12L_a28ee7_20260720T014054Z,train,147,146,142,132,117,87
KSTL:SWA3009_30R_a2afeb_20260713T060500Z,train,254,253,249,239,224,194
KSTL:SWA3009_30R_a5ae2f_20260706T005654Z,train,293,292,288,278,263,233
KSTL:SWA3020_11_ac0b50_20260710T135910Z,train,126,125,121,111,96,66
KSTL:SWA3020_11_ac335b_20260720T140113Z,train,137,136,132,122,107,77
KSTL:SWA3020_12L_aa77c0_20260711T141527Z,train,292,291,287,277,262,232
KSTL:SWA3020_12L_ac210e_20260709T140025Z,train,285,284,280,270,255,225
KSTL:SWA3020_12L_ac2859_20260706T140815Z,train,307,306,302,292,277,247
KSTL:SWA3020_29_ac32f2_20260722T142551Z,train,146,145,141,131,116,86
KSTL:SWA3020_29_ac3adf_20260717T134628Z,train,160,159,155,145,130,100
KSTL:SWA3020_30R_a211ef_20260719T141507Z,train,128,127,123,113,98,68
